platform,content,score,user,time,movie_id,clean_content,words,word_count,words_str
豆瓣电影,最后把地球推出了太阳系，看到一个网友的留言有点逗，他说看这个剧感受到了中国人对不动产的执念。,4,桃子汽水,2023-01-31 15:18:45,35267208,最后把地球推出了太阳系，看到一个网友的留言有点逗，他说看这个剧感受到了中国人对不动产的执念。,"['最后', '地球', '推出', '太阳系', '看到', '网友', '留言', '有点', '这个', '感受', '中国', '不动产', '执念']",13,最后 地球 推出 太阳系 看到 网友 留言 有点 这个 感受 中国 不动产 执念
豆瓣电影,刘德华的角色充分验证了行车不规范亲人两行泪的大道理,4,HOON,2023-01-27 20:55:27,35267208,刘德华的角色充分验证了行车不规范亲人两行泪的大道理,"['刘德华', '角色', '充分', '验证', '行车', '规范', '亲人', '两行', '大道理']",9,刘德华 角色 充分 验证 行车 规范 亲人 两行 大道理
豆瓣电影,"阿喀琉斯不过是为了自己的友伴帕特罗克罗斯而选择去死，执行机械起爆的老飞行员们却是为了整个人类而选择去死，并把生的希望留给下一代。这种对not to be的讲法不存在于西方传统里，是中国与刘慈欣的的大义。然而还是要借用一句荷马史诗来描绘刘培强与他师傅、上一辈与下一辈的命运传承——人类如落叶，一代代凋零，一代代繁荣。
第一幕太空电梯戏特效拉了，之后的月球戏特效真的好，身临其境。第一幕之后虽然整体结构上还是传统三幕式电影，但叙事的跳跃有了原著里的那种编年史的壮阔感。
李雪健老师的表演太好，中山装太帅
刘德华对他的角色在表演方面无可挑剔，但从剧作方面来讲，这个角色，不同于刘培强因为前作的设定只能是男性，可以写成女性角色，交给女性去演。单一的男性视角是刘慈欣作品的唯一缺陷。",5,Reposado,2023-01-22 12:27:27,35267208,阿喀琉斯不过是为了自己的友伴帕特罗克罗斯而选择去死，执行机械起爆的老飞行员们却是为了整个人类而选择去死，并把生的希望留给下一代。这种对not to be的讲法不存在于西方传统里，是中国与刘慈欣的的大义。然而还是要借用一句荷马史诗来描绘刘培强与他师傅、上一辈与下一辈的命运传承人类如落叶，一代代凋零，一代代繁荣。 第一幕太空电梯戏特效拉了，之后的月球戏特效真的好，身临其境。第一幕之后虽然整体结构上还是传统三幕式电影，但叙事的跳跃有了原著里的那种编年史的壮阔感。 李雪健老师的表演太好，中山装太帅 刘德华对他的角色在表演方面无可挑剔，但从剧作方面来讲，这个角色，不同于刘培强因为前作的设定只能是男性，可以写成女性角色，交给女性去演。单一的男性视角是刘慈欣作品的唯一缺陷。,"['阿喀琉斯', '不过', '为了', '友伴', '帕特罗', '克罗斯', '选择', '执行', '机械', '起爆', '飞行员', '却是', '为了', '整个', '人类', '选择', '希望', '留给', '下一代', '这种', 'not', 'to', 'be', '讲法', '存在', '西方', '传统', '中国', '刘慈欣', '大义', '然而', '借用', '一句', '荷马史诗', '描绘', '刘培强', '师傅', '一辈', '下一辈', '命运', '传承', '人类', '落叶', '一代代', '凋零', '一代代', '繁荣', '第一幕', '太空', '电梯', '特效', '之后', '月球', '特效', '真的', '身临其境', '第一幕', '之后', '虽然', '整体', '结构', '传统', '三幕', '电影', '叙事', '跳跃', '原著', '那种', '编年史', '壮阔', '李雪健', '老师', '表演', '太好', '中山装', '太帅', '刘德华', '角色', '表演', '方面', '无可挑剔', '剧作', '方面', '来讲', '这个', '角色', '不同于', '刘培强', '因为', '前作', '设定', '只能', '男性', '写成', '女性', '角色', '交给', '女性', '去演', '单一', '男性', '视角', '刘慈欣', '作品', '唯一', '缺陷']",106,阿喀琉斯 不过 为了 友伴 帕特罗 克罗斯 选择 执行 机械 起爆 飞行员 却是 为了 整个 人类 选择 希望 留给 下一代 这种 not to be 讲法 存在 西方 传统 中国 刘慈欣 大义 然而 借用 一句 荷马史诗 描绘 刘培强 师傅 一辈 下一辈 命运 传承 人类 落叶 一代代 凋零 一代代 繁荣 第一幕 太空 电梯 特效 之后 月球 特效 真的 身临其境 第一幕 之后 虽然 整体 结构 传统 三幕 电影 叙事 跳跃 原著 那种 编年史 壮阔 李雪健 老师 表演 太好 中山装 太帅 刘德华 角色 表演 方面 无可挑剔 剧作 方面 来讲 这个 角色 不同于 刘培强 因为 前作 设定 只能 男性 写成 女性 角色 交给 女性 去演 单一 男性 视角 刘慈欣 作品 唯一 缺陷
豆瓣电影,1还只是部传统好莱坞叙事的电影，这一部才真正找到了自己的声音。虽然有很多显而易见的缺点（比如详细讲述两大独立危机带来的冗长，亲中与反中外国人的刻板刻画，未来世界女性在重要领域仍只是点缀等），但整体超出预期。视觉效果已经不输于好莱坞，故事内核也很动人以及体现着中国价值观。父女情爱情师徒情等线的处理都蛮细腻动人。喜欢那句台词：团结是需要付出代价的。ps：吴孟达出现的第一幕真催人泪下，和电影中数字生命的议题相呼应更让人唏嘘。,4,mOco,2023-01-22 15:31:12,35267208,还只是部传统好莱坞叙事的电影，这一部才真正找到了自己的声音。虽然有很多显而易见的缺点（比如详细讲述两大独立危机带来的冗长，亲中与反中外国人的刻板刻画，未来世界女性在重要领域仍只是点缀等），但整体超出预期。视觉效果已经不输于好莱坞，故事内核也很动人以及体现着中国价值观。父女情爱情师徒情等线的处理都蛮细腻动人。喜欢那句台词：团结是需要付出代价的。ps：吴孟达出现的第一幕真催人泪下，和电影中数字生命的议题相呼应更让人唏嘘。,"['传统', '好莱坞', '叙事', '电影', '一部', '真正', '找到', '声音', '虽然', '很多', '显而易见', '缺点', '比如', '详细', '讲述', '两大', '独立', '危机', '带来', '冗长', '亲中', '反中', '外国人', '刻板', '刻画', '未来', '世界', '女性', '重要', '领域', '点缀', '整体', '超出', '预期', '视觉效果', '已经', '不输于', '好莱坞', '故事', '内核', '动人', '以及', '体现', '中国', '价值观', '父女情', '爱情', '师徒', '情等线', '处理', '细腻', '动人', '喜欢', '那句', '台词', '团结', '需要', '付出代价', 'ps', '吴孟达', '出现', '第一幕', '催人泪下', '电影', '数字', '生命', '议题', '呼应', '更让人', '唏嘘']",70,传统 好莱坞 叙事 电影 一部 真正 找到 声音 虽然 很多 显而易见 缺点 比如 详细 讲述 两大 独立 危机 带来 冗长 亲中 反中 外国人 刻板 刻画 未来 世界 女性 重要 领域 点缀 整体 超出 预期 视觉效果 已经 不输于 好莱坞 故事 内核 动人 以及 体现 中国 价值观 父女情 爱情 师徒 情等线 处理 细腻 动人 喜欢 那句 台词 团结 需要 付出代价 ps 吴孟达 出现 第一幕 催人泪下 电影 数字 生命 议题 呼应 更让人 唏嘘
豆瓣电影,宏大又空洞，前卫又土气,3,如魚,2023-01-27 22:42:26,35267208,宏大又空洞，前卫又土气,"['宏大', '空洞', '前卫', '土气']",4,宏大 空洞 前卫 土气
豆瓣电影,特效无敌！是真正意义上有中国价值观的国际大片。三个小时的观影时间完全饱满，故事讲的非常紧凑且清晰。最后夸下沙溢哥，做到了拥有好演技，录再多综艺也不让人出戏。,5,杨迪,2023-01-27 14:13:38,35267208,特效无敌！是真正意义上有中国价值观的国际大片。三个小时的观影时间完全饱满，故事讲的非常紧凑且清晰。最后夸下沙溢哥，做到了拥有好演技，录再多综艺也不让人出戏。,"['特效', '无敌', '真正', '意义', '中国', '价值观', '国际', '大片', '三个', '小时', '观影', '时间', '完全', '饱满', '故事', '非常', '紧凑', '清晰', '最后', '下沙', '溢哥', '做到', '拥有', '演技', '录再', '综艺', '不让', '人出']",28,特效 无敌 真正 意义 中国 价值观 国际 大片 三个 小时 观影 时间 完全 饱满 故事 非常 紧凑 清晰 最后 下沙 溢哥 做到 拥有 演技 录再 综艺 不让 人出
豆瓣电影,纯直男视角，无趣级了。女性是妻子是母亲是女儿，但不是战友。女性发言人角色连群像塑造都不算，顶多是个符号，女性宇航员是背景，韩朵朵本以为有更大的功能，结果后面只是结婚生了个孩子。,3,迷迭香,2023-01-24 10:45:22,35267208,纯直男视角，无趣级了。女性是妻子是母亲是女儿，但不是战友。女性发言人角色连群像塑造都不算，顶多是个符号，女性宇航员是背景，韩朵朵本以为有更大的功能，结果后面只是结婚生了个孩子。,"['纯直', '视角', '无趣', '女性', '妻子', '母亲', '女儿', '不是', '战友', '女性', '发言人', '角色', '群像', '塑造', '不算', '顶多', '符号', '女性', '宇航员', '背景', '朵朵', '以为', '功能', '结果', '后面', '结婚', '孩子']",27,纯直 视角 无趣 女性 妻子 母亲 女儿 不是 战友 女性 发言人 角色 群像 塑造 不算 顶多 符号 女性 宇航员 背景 朵朵 以为 功能 结果 后面 结婚 孩子
豆瓣电影,这部前传故事的续集电影，可不止比一好一点，完全是巨大的跨越式进步，真的是百尺竿头更进一步。从0到1很难，难在战胜怀疑从无到有开创新路；而从1到2的难在于如何给出更多的惊喜和提高标准。这次电影给出的都不止惊喜，而是震惊了！方方面面的巨大提升，以及背后巨大的工作量和所需要挑战的事物，令人肃然起敬。加油吧！期待3！,5,张小北,2023-01-23 03:26:53,35267208,这部前传故事的续集电影，可不止比一好一点，完全是巨大的跨越式进步，真的是百尺竿头更进一步。从到很难，难在战胜怀疑从无到有开创新路；而从到的难在于如何给出更多的惊喜和提高标准。这次电影给出的都不止惊喜，而是震惊了！方方面面的巨大提升，以及背后巨大的工作量和所需要挑战的事物，令人肃然起敬。加油吧！期待！,"['这部', '前传', '故事', '续集', '电影', '不止', '比一好', '一点', '完全', '巨大', '跨越式', '进步', '真的', '百尺竿头更进一步', '战胜', '怀疑', '从无到有', '开创', '新路', '在于', '给出', '惊喜', '提高', '标准', '这次', '电影', '给出', '不止', '惊喜', '而是', '震惊', '方方面面', '巨大', '提升', '以及', '背后', '巨大', '工作量', '需要', '挑战', '事物', '令人', '肃然起敬', '加油', '期待']",45,这部 前传 故事 续集 电影 不止 比一好 一点 完全 巨大 跨越式 进步 真的 百尺竿头更进一步 战胜 怀疑 从无到有 开创 新路 在于 给出 惊喜 提高 标准 这次 电影 给出 不止 惊喜 而是 震惊 方方面面 巨大 提升 以及 背后 巨大 工作量 需要 挑战 事物 令人 肃然起敬 加油 期待
豆瓣电影,特效五星，创意五星，但是作为女性，我给它扣两星。图恒宇开车转头导致妻女车祸身亡，他却只对女儿思念愧疚追忆，妻子仿佛就是生育工具，此后只字未提，为了女儿还多次置拯救人类大事业于旁，强行凹父爱人设讨人嫌。韩朵朵作为本片中一开始与刘培强两人强强组合的女性角色，最后也安排了一个相夫教子，得病去世的结局，沦为体现刘培强铁汉柔情好丈夫好爸爸人设和走上英雄之路上的重要工具人。还有多次巧合的卡时间成功发射和成功启动来制造紧张感，让人略感不适，巧合多了反而弄巧成拙。,3,DJLily,2023-01-31 23:45:01,35267208,特效五星，创意五星，但是作为女性，我给它扣两星。图恒宇开车转头导致妻女车祸身亡，他却只对女儿思念愧疚追忆，妻子仿佛就是生育工具，此后只字未提，为了女儿还多次置拯救人类大事业于旁，强行凹父爱人设讨人嫌。韩朵朵作为本片中一开始与刘培强两人强强组合的女性角色，最后也安排了一个相夫教子，得病去世的结局，沦为体现刘培强铁汉柔情好丈夫好爸爸人设和走上英雄之路上的重要工具人。还有多次巧合的卡时间成功发射和成功启动来制造紧张感，让人略感不适，巧合多了反而弄巧成拙。,"['特效', '五星', '创意', '五星', '作为', '女性', '两星', '图恒宇', '开车', '转头', '导致', '妻女', '车祸', '身亡', '女儿', '思念', '愧疚', '追忆', '妻子', '仿佛', '生育', '工具', '此后', '只字未提', '为了', '女儿', '多次', '拯救', '人类', '事业', '强行', '父爱', '人设', '讨人嫌', '朵朵', '作为', '本片', '中一', '开始', '刘培强', '两人', '强强', '组合', '女性', '角色', '最后', '安排', '相夫教子', '得病', '去世', '结局', '沦为', '体现', '刘培强', '铁汉', '柔情', '丈夫', '爸爸', '人设', '走上', '英雄', '路上', '重要', '工具', '多次', '巧合', '时间', '成功', '发射', '成功', '启动', '制造', '紧张感', '人略感', '不适', '巧合', '反而', '弄巧成拙']",78,特效 五星 创意 五星 作为 女性 两星 图恒宇 开车 转头 导致 妻女 车祸 身亡 女儿 思念 愧疚 追忆 妻子 仿佛 生育 工具 此后 只字未提 为了 女儿 多次 拯救 人类 事业 强行 父爱 人设 讨人嫌 朵朵 作为 本片 中一 开始 刘培强 两人 强强 组合 女性 角色 最后 安排 相夫教子 得病 去世 结局 沦为 体现 刘培强 铁汉 柔情 丈夫 爸爸 人设 走上 英雄 路上 重要 工具 多次 巧合 时间 成功 发射 成功 启动 制造 紧张感 人略感 不适 巧合 反而 弄巧成拙
豆瓣电影,当年看完第一部还是蛮喜欢的，觉得它试图在人类的有限里去探索一种无限，尽管这有很大的自我感动的嫌疑。但是这一部看完，不适的观感进一步加重了，尽可能放大所谓人类的情感联结，但是全片看下来超级累，满脑子蹦出来的都是四个字：大而“无用”。大之一，在于肿大，叙事上感觉特别冗余累赘，三条线串联得很笨，松散且有点重复。大之二，在于自大，甚至于接近膨胀的各种主义情绪滋生，这点就不展开说了。大之三，在于夸大，夸大的美学和场景设定，左淹自由女神像右爆悉尼歌剧院，东方明珠只露了个塔尖，鸟巢已经沉入海底了，大裤衩却只淹到脚底，当然这也并不影响啥，但就是觉得，没啥必要。而且，对所有一见面就揶揄女性自以为好笑的直男台词感到反感。工业层面看自然是无懈可击的，第一步也已经迈出去了，但总归是觉得，好像有点使劲错了方向。,3,朝阳区妻夫木聪,2023-01-22 23:33:33,35267208,当年看完第一部还是蛮喜欢的，觉得它试图在人类的有限里去探索一种无限，尽管这有很大的自我感动的嫌疑。但是这一部看完，不适的观感进一步加重了，尽可能放大所谓人类的情感联结，但是全片看下来超级累，满脑子蹦出来的都是四个字：大而无用。大之一，在于肿大，叙事上感觉特别冗余累赘，三条线串联得很笨，松散且有点重复。大之二，在于自大，甚至于接近膨胀的各种主义情绪滋生，这点就不展开说了。大之三，在于夸大，夸大的美学和场景设定，左淹自由女神像右爆悉尼歌剧院，东方明珠只露了个塔尖，鸟巢已经沉入海底了，大裤衩却只淹到脚底，当然这也并不影响啥，但就是觉得，没啥必要。而且，对所有一见面就揶揄女性自以为好笑的直男台词感到反感。工业层面看自然是无懈可击的，第一步也已经迈出去了，但总归是觉得，好像有点使劲错了方向。,"['当年', '第一部', '喜欢', '觉得', '试图', '人类', '有限', '探索', '一种', '无限', '尽管', '这有', '很大', '自我', '感动', '嫌疑', '一部', '不适', '观感', '进一步', '加重', '尽可能', '放大', '所谓', '人类', '情感', '联结', '全片', '下来', '超级', '满脑子', '蹦出来', '四个', '大而', '无用', '在于', '肿大', '叙事', '感觉', '特别', '冗余', '累赘', '三条', '串联', '松散', '有点', '重复', '之二', '在于', '自大', '甚至于', '接近', '膨胀', '各种', '主义', '情绪', '滋生', '这点', '展开', '之三', '在于', '夸大', '夸大', '美学', '场景', '设定', '左淹', '自由', '女神像', '右爆', '悉尼歌剧院', '东方明珠', '只露', '塔尖', '鸟巢', '已经', '沉入', '海底', '裤衩', '淹到', '脚底', '当然', '影响', '觉得', '必要', '所有', '见面', '揶揄', '女性', '以为', '好笑', '台词', '感到', '反感', '工业', '层面', '自然', '无懈可击', '第一步', '已经', '迈出', '总归', '觉得', '好像', '有点', '使劲', '方向']",107,当年 第一部 喜欢 觉得 试图 人类 有限 探索 一种 无限 尽管 这有 很大 自我 感动 嫌疑 一部 不适 观感 进一步 加重 尽可能 放大 所谓 人类 情感 联结 全片 下来 超级 满脑子 蹦出来 四个 大而 无用 在于 肿大 叙事 感觉 特别 冗余 累赘 三条 串联 松散 有点 重复 之二 在于 自大 甚至于 接近 膨胀 各种 主义 情绪 滋生 这点 展开 之三 在于 夸大 夸大 美学 场景 设定 左淹 自由 女神像 右爆 悉尼歌剧院 东方明珠 只露 塔尖 鸟巢 已经 沉入 海底 裤衩 淹到 脚底 当然 影响 觉得 必要 所有 见面 揶揄 女性 以为 好笑 台词 感到 反感 工业 层面 自然 无懈可击 第一步 已经 迈出 总归 觉得 好像 有点 使劲 方向
豆瓣电影,进步不应仅局限于特效，还包括如何看待女性，价值观突破和技术飞跃一样重要，真正大片是两条腿走路。,3,shininglove,2023-01-25 18:32:05,35267208,进步不应仅局限于特效，还包括如何看待女性，价值观突破和技术飞跃一样重要，真正大片是两条腿走路。,"['进步', '不应', '局限于', '特效', '包括', '看待', '女性', '价值观', '突破', '技术', '飞跃', '一样', '重要', '真正', '大片', '两条腿走']",16,进步 不应 局限于 特效 包括 看待 女性 价值观 突破 技术 飞跃 一样 重要 真正 大片 两条腿走
豆瓣电影,【IMAX版早场归来】尽管未提出或呈现全新的科幻概念/图景，但各方面比起第一部都有不小的进步与升级，观感上佳。形式与结构上，视觉特效与服化道细节的精湛用心肉眼可见，几位老戏骨都发挥出演技，剪辑不再有前作中混乱潦草的问题，三线交织的结构（分别从航天员/军人、量子计算机技术人员及外交代表/决策者的角度切入）也让叙事体量足够丰富，个人不赞同关于本片节奏慢（与“慢电影”比小巫见大巫）或文本过载（实而不烧脑且略直白，另还有平民生存与联合政府施政方式这两个层面未铺展描摹）的说法。文本深层方面，延拓并融贯了理性（数字生命，或服从/牺牲，虚拟空间，超感性彼岸世界）vs.感性（有情肉身，自保/私欲，地球空间，现世凡尘）的二项对立式。最终，要的是共存互补的人[性]，所以看似破坏的儿女私情实则成为拯救的关键一环。（8.5/10）,4,冰红深蓝,2023-01-24 17:28:14,35267208,【IMAX版早场归来】尽管未提出或呈现全新的科幻概念图景，但各方面比起第一部都有不小的进步与升级，观感上佳。形式与结构上，视觉特效与服化道细节的精湛用心肉眼可见，几位老戏骨都发挥出演技，剪辑不再有前作中混乱潦草的问题，三线交织的结构（分别从航天员军人、量子计算机技术人员及外交代表决策者的角度切入）也让叙事体量足够丰富，个人不赞同关于本片节奏慢（与慢电影比小巫见大巫）或文本过载（实而不烧脑且略直白，另还有平民生存与联合政府施政方式这两个层面未铺展描摹）的说法。文本深层方面，延拓并融贯了理性（数字生命，或服从牺牲，虚拟空间，超感性彼岸世界）vs感性（有情肉身，自保私欲，地球空间，现世凡尘）的二项对立式。最终，要的是共存互补的人性，所以看似破坏的儿女私情实则成为拯救的关键一环。（）,"['IMAX', '早场', '归来', '尽管', '提出', '呈现', '全新', '科幻', '概念', '图景', '方面', '比起', '第一部', '不小', '进步', '升级', '观感', '上佳', '形式', '结构', '视觉', '特效', '服化', '细节', '精湛', '用心', '肉眼', '可见', '几位', '老戏骨', '发挥', '演技', '剪辑', '不再', '有前', '作中', '混乱', '潦草', '问题', '三线', '交织', '结构', '分别', '航天员', '军人', '量子', '计算机', '技术人员', '外交代表', '决策者', '角度', '切入', '叙事体', '足够', '丰富', '个人', '赞同', '关于', '本片', '节奏', '电影', '小巫见大巫', '文本', '过载', '实而', '不烧', '脑且', '直白', '平民', '生存', '联合政府', '施政', '方式', '两个', '层面', '铺展', '描摹', '说法', '文本', '深层', '方面', '延拓', '融贯', '理性', '数字', '生命', '服从', '牺牲', '虚拟空间', '感性', '彼岸', '世界', 'vs', '感性', '有情', '肉身', '自保', '私欲', '地球空间', '现世', '凡尘', '二项', '立式', '最终', '共存', '互补', '人性', '所以', '看似', '破坏', '儿女', '私情', '实则', '成为', '拯救', '关键', '一环']",117,IMAX 早场 归来 尽管 提出 呈现 全新 科幻 概念 图景 方面 比起 第一部 不小 进步 升级 观感 上佳 形式 结构 视觉 特效 服化 细节 精湛 用心 肉眼 可见 几位 老戏骨 发挥 演技 剪辑 不再 有前 作中 混乱 潦草 问题 三线 交织 结构 分别 航天员 军人 量子 计算机 技术人员 外交代表 决策者 角度 切入 叙事体 足够 丰富 个人 赞同 关于 本片 节奏 电影 小巫见大巫 文本 过载 实而 不烧 脑且 直白 平民 生存 联合政府 施政 方式 两个 层面 铺展 描摹 说法 文本 深层 方面 延拓 融贯 理性 数字 生命 服从 牺牲 虚拟空间 感性 彼岸 世界 vs 感性 有情 肉身 自保 私欲 地球空间 现世 凡尘 二项 立式 最终 共存 互补 人性 所以 看似 破坏 儿女 私情 实则 成为 拯救 关键 一环
豆瓣电影,真难看，浪费我电影票钱，唯一一部电影院看睡着的电影,1,柒月落落❤,2023-01-23 18:47:28,35267208,真难看，浪费我电影票钱，唯一一部电影院看睡着的电影,"['难看', '浪费', '电影票', '唯一', '一部', '电影院', '睡着', '电影']",8,难看 浪费 电影票 唯一 一部 电影院 睡着 电影
豆瓣电影,技术上非常硬核，既是前传也是对1和世界观的合理补充，终于理解了科幻不是科学，但它们是可以紧密结合的。主题上仍发挥着 “人类命运共同体”的概念，却不再是正义为先、昂扬向上的基调，变得凸显日常但同样宏大。没有中间角色，因为三条线的主角或双主角都是均匀的，每个人都有自己的故事跟命运。喜欢图恒宇和马兆那条线，对“数字生命”的解释做得很通俗，呈现的是情感、精神上的选择与对峙。电影最后还是落到情感、落到人，将中国式家国情怀一并包裹进“中国故事”的表达中。,4,大奇特(Grinch),2023-01-22 18:55:23,35267208,技术上非常硬核，既是前传也是对和世界观的合理补充，终于理解了科幻不是科学，但它们是可以紧密结合的。主题上仍发挥着 人类命运共同体的概念，却不再是正义为先、昂扬向上的基调，变得凸显日常但同样宏大。没有中间角色，因为三条线的主角或双主角都是均匀的，每个人都有自己的故事跟命运。喜欢图恒宇和马兆那条线，对数字生命的解释做得很通俗，呈现的是情感、精神上的选择与对峙。电影最后还是落到情感、落到人，将中国式家国情怀一并包裹进中国故事的表达中。,"['技术', '非常', '硬核', '世界观', '合理', '补充', '终于', '理解', '科幻', '不是', '科学', '它们', '紧密结合', '主题', '发挥', '人类', '命运', '共同体', '概念', '不再', '正义', '为先', '昂扬', '向上', '基调', '变得', '凸显', '日常', '同样', '宏大', '中间', '角色', '因为', '三条', '主角', '主角', '均匀', '每个', '故事', '命运', '喜欢', '图恒宇', '马兆', '那条', '数字', '生命', '解释', '通俗', '呈现', '情感', '精神', '选择', '对峙', '电影', '最后', '落到', '情感', '落到', '中国式', '家国', '情怀', '一并', '包裹', '中国', '故事', '表达']",66,技术 非常 硬核 世界观 合理 补充 终于 理解 科幻 不是 科学 它们 紧密结合 主题 发挥 人类 命运 共同体 概念 不再 正义 为先 昂扬 向上 基调 变得 凸显 日常 同样 宏大 中间 角色 因为 三条 主角 主角 均匀 每个 故事 命运 喜欢 图恒宇 马兆 那条 数字 生命 解释 通俗 呈现 情感 精神 选择 对峙 电影 最后 落到 情感 落到 中国式 家国 情怀 一并 包裹 中国 故事 表达
豆瓣电影,音乐好好，特效有些地方好，有些地方好粗糙。“我们的人一定行”的类型以后别再拍了，太尬了。,4,民咕咕,2023-01-24 01:23:05,35267208,音乐好好，特效有些地方好，有些地方好粗糙。我们的人一定行的类型以后别再拍了，太尬了。,"['音乐', '好好', '特效', '有些', '地方', '有些', '地方', '粗糙', '我们', '一定', '类型', '以后', '太尬']",13,音乐 好好 特效 有些 地方 有些 地方 粗糙 我们 一定 类型 以后 太尬
豆瓣电影,跟1相比更加硬核科幻，但感染共情力下降了。我知道集体主义能够救世界，但太缺少末日的精神关怀了。地球都要完犊子了居然还要每个人当好螺丝钉，想想就很绝望...（我承认我觉悟低）,3,同志亦凡人中文站,2023-04-17 13:55:56,35267208,跟相比更加硬核科幻，但感染共情力下降了。我知道集体主义能够救世界，但太缺少末日的精神关怀了。地球都要完犊子了居然还要每个人当好螺丝钉，想想就很绝望（我承认我觉悟低）,"['相比', '更加', '硬核', '科幻', '感染', '情力', '下降', '知道', '集体主义', '能够', '世界', '缺少', '末日', '精神', '关怀', '地球', '犊子', '居然', '还要', '每个', '当好', '螺丝钉', '想想', '绝望', '承认', '觉悟']",26,相比 更加 硬核 科幻 感染 情力 下降 知道 集体主义 能够 世界 缺少 末日 精神 关怀 地球 犊子 居然 还要 每个 当好 螺丝钉 想想 绝望 承认 觉悟
豆瓣电影,仿佛被绑在过年的饭桌上，喂了满嘴仁义道德…………,2,妮妮小豆,2023-02-05 16:21:19,35267208,仿佛被绑在过年的饭桌上，喂了满嘴仁义道德,"['仿佛', '被绑', '过年', '饭桌', '满嘴', '仁义道德']",6,仿佛 被绑 过年 饭桌 满嘴 仁义道德
豆瓣电影,三星以下对电影不公平，三星以上对观众不公平。,3,Kek444,2023-01-22 21:42:52,35267208,三星以下对电影不公平，三星以上对观众不公平。,"['三星', '以下', '电影', '公平', '三星', '以上', '观众', '公平']",8,三星 以下 电影 公平 三星 以上 观众 公平
豆瓣电影,这种“科幻大片”让人失望的地方在于，它们看似有着充沛甚至豪迈的想象力，内核却永远是保守陈旧毫无创造力的旧世界。,3,Alice小台灯,2023-01-29 10:18:32,35267208,这种科幻大片让人失望的地方在于，它们看似有着充沛甚至豪迈的想象力，内核却永远是保守陈旧毫无创造力的旧世界。,"['这种', '科幻', '大片', '失望', '地方', '在于', '它们', '看似', '有着', '充沛', '甚至', '豪迈', '想象力', '内核', '永远', '保守', '陈旧', '毫无', '创造力', '世界']",20,这种 科幻 大片 失望 地方 在于 它们 看似 有着 充沛 甚至 豪迈 想象力 内核 永远 保守 陈旧 毫无 创造力 世界
豆瓣电影,异国他乡看的电影 结束后整个IMAX的人都在鼓掌 中国牛逼！！！,5,Aryana H.,2023-01-23 11:23:07,35267208,异国他乡看的电影 结束后整个IMAX的人都在鼓掌 中国牛逼！！！,"['异国他乡', '电影', '结束', '整个', 'IMAX', '鼓掌', '中国']",7,异国他乡 电影 结束 整个 IMAX 鼓掌 中国
豆瓣电影,郭帆应该少看《2001太空漫游》，多看几遍《楢山节考》。,3,后自愈,2023-01-24 18:59:38,35267208,郭帆应该少看《太空漫游》，多看几遍《楢山节考》。,"['郭帆', '少看', '太空', '漫游', '几遍', '山节']",6,郭帆 少看 太空 漫游 几遍 山节
豆瓣电影,高于预期。但周老师全场败笔，除了会说“务必要”、“我相信”、“请相信”、“一会定”之外，没有任何实际作用。,4,wboy,2023-02-05 01:26:56,35267208,高于预期。但周老师全场败笔，除了会说务必要、我相信、请相信、一会定之外，没有任何实际作用。,"['高于', '预期', '但周', '老师', '全场', '败笔', '除了', '务必', '相信', '相信', '一会', '之外', '任何', '实际', '作用']",15,高于 预期 但周 老师 全场 败笔 除了 务必 相信 相信 一会 之外 任何 实际 作用
豆瓣电影,图恒宇的线超乎想象,4,EAZIN,2023-01-25 19:12:31,35267208,图恒宇的线超乎想象,"['图恒宇', '超乎', '想象']",3,图恒宇 超乎 想象
豆瓣电影,剧本臃肿，又不会拍。,2,Peter Cat,2023-01-22 18:02:01,35267208,剧本臃肿，又不会拍。,"['剧本', '臃肿', '不会']",3,剧本 臃肿 不会
